Time,Focus,FocusReal,FocusRaw,Meditation,Alpha,AlphaReal,Beta,BetaReal,Delta,DeltaReal,Theta,ThetaReal,Gamma,GammaReal
0.227046,0.400196,0.40019604,0.377255136,0.1927776,0.1927776,0.1806742,0.1264331,0.1307538,0.3151149,0.3192492,0.1998593,0.212881,0.2857013,0.2908211
0.230202,0.4077921,0.407792132,0.378551551,0.1927776,0.1927776,0.1806742,0.1276274,0.1309783,0.3151149,0.3192492,0.1998593,0.212881,0.2857013,0.2908211
0.230463,0.4077921,0.407792132,0.378551551,0.1927776,0.1927776,0.1806742,0.1276274,0.1309783,0.3141356,0.3189993,0.1998593,0.212881,0.2857013,0.2908211
0.230673,0.4033522,0.403352179,0.384775091,0.1927776,0.1927776,0.1806742,0.1276274,0.1309783,0.3141356,0.3189993,0.2009563,0.2111523,0.2857013,0.2908211
0.23087,0.4033522,0.403352179,0.384775091,0.1927776,0.1927776,0.1806742,0.1276274,0.1309783,0.3141356,0.3189993,0.2009563,0.2111523,0.2854357,0.2918606
0.231057,0.4033522,0.403352179,0.384775091,0.1917969,0.1917969,0.1763138,0.1276274,0.1309783,0.3141356,0.3189993,0.2009563,0.2111523,0.2854357,0.2918606
0.231236,0.4125278,0.412527759,0.400775384,0.1917969,0.1917969,0.1763138,0.1290709,0.1336738,0.3141356,0.3189993,0.2009563,0.2111523,0.2854357,0.2918606
0.23142,0.4125278,0.412527759,0.400775384,0.1917969,0.1917969,0.1763138,0.1290709,0.1336738,0.3131452,0.3201179,0.2009563,0.2111523,0.2854357,0.2918606
0.231662,0.408048,0.408048044,0.401748787,0.1917969,0.1917969,0.1763138,0.1290709,0.1336738,0.3131452,0.3201179,0.2020564,0.2108964,0.2854357,0.2918606
0.231852,0.408048,0.408048044,0.401748787,0.1917969,0.1917969,0.1763138,0.1290709,0.1336738,0.3131452,0.3201179,0.2020564,0.2108964,0.2844365,0.2768482
0.232049,0.408048,0.408048044,0.401748787,0.1905402,0.1905402,0.1733572,0.1290709,0.1336738,0.3131452,0.3201179,0.2020564,0.2108964,0.2844365,0.2768482
0.232238,0.4178349,0.417834875,0.414838269,0.1905402,0.1905402,0.1733572,0.1306095,0.135834,0.3131452,0.3201179,0.2020564,0.2108964,0.2844365,0.2768482
0.232415,0.4178349,0.417834875,0.414838269,0.1905402,0.1905402,0.1733572,0.1306095,0.135834,0.3122773,0.3203069,0.2020564,0.2108964,0.2844365,0.2768482
0.232594,0.4134338,0.413433862,0.417806536,0.1905402,0.1905402,0.1733572,0.1306095,0.135834,0.3122773,0.3203069,0.203129,0.2101459,0.2844365,0.2768482
0.232771,0.4134338,0.413433862,0.417806536,0.1905402,0.1905402,0.1733572,0.1306095,0.135834,0.3122773,0.3203069,0.203129,0.2101459,0.2825992,0.2613171
0.232978,0.4134338,0.413433862,0.417806536,0.1891399,0.1891399,0.1745193,0.1306095,0.135834,0.3122773,0.3203069,0.203129,0.2101459,0.2825992,0.2613171
0.233156,0.422565,0.42256497,0.42054077,0.1891399,0.1891399,0.1745193,0.132044,0.1362778,0.3122773,0.3203069,0.203129,0.2101459,0.2825992,0.2613171
