Time,Focus,FocusReal,Meditation,Alpha,AlphaReal,Beta,BetaReal,Delta,DeltaReal,Theta,ThetaReal,Gamma,GammaReal,
0.802104,0.03194431,0.031944312,0.015591888,0.2176161,0.2176161,0.2157299,0.03476946,0.02591259,0.3891651,0.4049852,0.1945365,0.2075207,0.2950129,0.2935232
0.802392,0.02867633,0.028676333,0.017949694,0.2176161,0.2176161,0.2157299,0.03294299,0.02780289,0.3891651,0.4049852,0.1945365,0.2075207,0.2950129,0.2935232
0.802639,0.02867633,0.028676333,0.017949694,0.2176161,0.2176161,0.2157299,0.03294299,0.02780289,0.3906465,0.3864292,0.1945365,0.2075207,0.2950129,0.2935232
0.802867,0.02843582,0.028435818,0.01905422,0.2176161,0.2176161,0.2157299,0.03294299,0.02780289,0.3906465,0.3864292,0.1953575,0.2014162,0.2950129,0.2935232
0.803075,0.02843582,0.028435818,0.01905422,0.2176161,0.2176161,0.2157299,0.03294299,0.02780289,0.3906465,0.3864292,0.1953575,0.2014162,0.295685,0.2944303
0.902317,0.02843582,0.028435818,0.01905422,0.2174303,0.2174303,0.2507294,0.03294299,0.02780289,0.3906465,0.3864292,0.1953575,0.2014162,0.295685,0.2944303
0.902593,0.02579988,0.025799882,0.024374376,0.2174303,0.2174303,0.2507294,0.03137899,0.03144569,0.3906465,0.3864292,0.1953575,0.2014162,0.295685,0.2944303
0.902816,0.02579988,0.025799882,0.024374376,0.2174303,0.2174303,0.2507294,0.03137899,0.03144569,0.3909357,0.3638617,0.1953575,0.2014162,0.295685,0.2944303
0.903035,0.02573707,0.025737071,0.027152309,0.2174303,0.2174303,0.2507294,0.03137899,0.03144569,0.3909357,0.3638617,0.1955958,0.1908349,0.295685,0.2944303
0.903252,0.02573707,0.025737071,0.027152309,0.2174303,0.2174303,0.2507294,0.03137899,0.03144569,0.3909357,0.3638617,0.1955958,0.1908349,0.2964217,0.295192
0.988503,0.02573707,0.025737071,0.027152309,0.2140757,0.2140757,0.2041467,0.03137899,0.03144569,0.3909357,0.3638617,0.1955958,0.1908349,0.2964217,0.295192
0.988779,0.02482172,0.024821724,0.050715681,0.2140757,0.2140757,0.2041467,0.03081594,0.04297629,0.3909357,0.3638617,0.1955958,0.1908349,0.2964217,0.295192
0.98902,0.02482172,0.024821724,0.050715681,0.2140757,0.2140757,0.2041467,0.03081594,0.04297629,0.3923526,0.3845984,0.1955958,0.1908349,0.2964217,0.295192
0.989233,0.02468457,0.024684573,0.049520715,0.2140757,0.2140757,0.2041467,0.03081594,0.04297629,0.3923526,0.3845984,0.1961384,0.1931237,0.2964217,0.295192
0.989516,0.02468457,0.024684573,0.049520715,0.2140757,0.2140757,0.2041467,0.03081594,0.04297629,0.3923526,0.3845984,0.1961384,0.1931237,0.2896696,0.1681815
1.135927,0.02468457,0.024684573,0.049520715,0.2110999,0.2110999,0.2240849,0.03081594,0.04297629,0.3923526,0.3845984,0.1961384,0.1931237,0.2896696,0.1681815
1.136205,0.02477984,0.024779836,0.057185715,0.2110999,0.2110999,0.2240849,0.03087534,0.04618269,0.3923526,0.3845984,0.1961384,0.1931237,0.2896696,0.1681815
1.136426,0.02477984,0.024779836,0.057185715,0.2110999,0.2110999,0.2240849,0.03087534,0.04618269,0.3931637,0.3723294,0.1961384,0.1931237,0.2896696,0.1681815
1.136649,0.0247132,0.024713195,0.062165813,0.2110999,0.2110999,0.2240849,0.03087534,0.04618269,0.3931637,0.3723294,0.1964027,0.1852266,0.2896696,0.1681815
1.136864,0.0247132,0.024713195,0.062165813,0.2110999,0.2110999,0.2240849,0.03087534,0.04618269,0.3931637,0.3723294,0.1964027,0.1852266,0.2826771,0.1720796
1.220377,0.0247132,0.024713195,0.062165813,0.2079145,0.2079145,0.2200502,0.03087534,0.04618269,0.3931637,0.3723294,0.1964027,0.1852266,0.2826771,0.1720796
1.220647,0.0252224,0.025222398,0.058806772,0.2079145,0.2079145,0.2200502,0.03119181,0.04491766,0.3931637,0.3723294,0.1964027,0.1852266,0.2826771,0.1720796
1.220871,0.0252224,0.025222398,0.058806772,0.2079145,0.2079145,0.2200502,0.03119181,0.04491766,0.3939773,0.3749783,0.1964027,0.1852266,0.2826771,0.1720796
1.221094,0.02519216,0.025192159,0.059455502,0.2079145,0.2079145,0.2200502,0.03119181,0.04491766,0.3939773,0.3749783,0.1965205,0.1842133,0.2826771,0.1720796
1.221315,0.02519216,0.025192159,0.059455502,0.2079145,0.2079145,0.2200502,0.03119181,0.04491766,0.3939773,0.3749783,0.1965205,0.1842133,0.2757438,0.1720743
1.319539,0.02519216,0.025192159,0.059455502,0.2058987,0.2058987,0.2208013,0.03119181,0.04491766,0.3939773,0.3749783,0.1965205,0.1842133,0.2757438,0.1720743
1.319811,0.02590316,0.025903162,0.057728036,0.2058987,0.2058987,0.2208013,0.03162891,0.04426031,0.3939773,0.3749783,0.1965205,0.1842133,0.2757438,0.1720743
1.320039,0.02590316,0.025903162,0.057728036,0.2058987,0.2058987,0.2208013,0.03162891,0.04426031,0.3942402,0.3753984,0.1965205,0.1842133,0.2757438,0.1720743
1.320276,0.02598762,0.02598762,0.058698276,0.2058987,0.2058987,0.2208013,0.03162891,0.04426031,0.3942402,0.3753984,0.1962009,0.1826845,0.2757438,0.1720743
1.320495,0.02598762,0.02598762,0.058698276,0.2058987,0.2058987,0.2208013,0.03162891,0.04426031,0.3942402,0.3753984,0.1962009,0.1826845,0.2688569,0.172324
1.420697,0.02598762,0.02598762,0.058698276,0.2051428,0.2051428,0.2239352,0.03162891,0.04426031,0.3942402,0.3753984,0.1962009,0.1826845,0.2688569,0.172324
1.420985,0.02688827,0.02688827,0.058490277,0.2051428,0.2051428,0.2239352,0.03217232,0.04418182,0.3942402,0.3753984,0.1962009,0.1826845,0.2688569,0.172324
1.421224,0.02688827,0.02688827,0.058490277,0.2051428,0.2051428,0.2239352,0.03217232,0.04418182,0.3938464,0.3742086,0.1962009,0.1826845,0.2688569,0.172324
1.421535,0.02706662,0.027066617,0.059386814,0.2051428,0.2051428,0.2239352,0.03217232,0.04418182,0.3938464,0.3742086,0.1955534,0.1813003,0.2688569,0.172324
1.421779,0.02706662,0.027066617,0.059386814,0.2051428,0.2051428,0.2239352,0.03217232,0.04418182,0.3938464,0.3742086,0.1955534,0.1813003,0.2619565,0.1716581
1.504023,0.02706662,0.027066617,0.059386814,0.2050581,0.2050581,0.227992,0.03217232,0.04418182,0.3938464,0.3742086,0.1955534,0.1813003,0.2619565,0.1716581
1.504305,0.0281339,0.028133902,0.060195933,0.2050581,0.2050581,0.227992,0.0328005,0.04448178,0.3938464,0.3742086,0.1955534,0.1813003,0.2619565,0.1716581
1.50453,0.0281339,0.028133902,0.060195933,0.2050581,0.2050581,0.227992,0.0328005,0.04448178,0.3930771,0.3721129,0.1955534,0.1813003,0.2619565,0.1716581
1.504758,0.02831824,0.028318244,0.060911599,0.2050581,0.2050581,0.227992,0.0328005,0.04448178,0.3930771,0.3721129,0.1949159,0.1802321,0.2619565,0.1716581
1.504976,0.02831824,0.028318244,0.060911599,0.2050581,0.2050581,0.227992,0.0328005,0.04448178,0.3930771,0.3721129,0.1949159,0.1802321,0.2550872,0.1720078
1.587094,0.02831824,0.028318244,0.060911599,0.2055009,0.2055009,0.2322735,0.0328005,0.04448178,0.3930771,0.3721129,0.1949159,0.1802321,0.2550872,0.1720078
1.587369,0.02956788,0.029567883,0.062230999,0.2055009,0.2055009,0.2322735,0.0335164,0.04496096,0.3930771,0.3721129,0.1949159,0.1802321,0.2550872,0.1720078
1.58761,0.02956788,0.029567883,0.062230999,0.2055009,0.2055009,0.2322735,0.0335164,0.04496096,0.3920065,0.3696502,0.1949159,0.1802321,0.2550872,0.1720078
1.587831,0.02972545,0.029725447,0.062769905,0.2055009,0.2055009,0.2322735,0.0335164,0.04496096,0.3920065,0.3696502,0.1943986,0.1794568,0.2550872,0.1720078
1.58806,0.02972545,0.029725447,0.062769905,0.2055009,0.2055009,0.2322735,0.0335164,0.04496096,0.3920065,0.3696502,0.1943986,0.1794568,0.2486929,0.1724842
1.743198,0.02972545,0.029725447,0.062769905,0.2064087,0.2064087,0.2366494,0.0335164,0.04496096,0.3920065,0.3696502,0.1943986,0.1794568,0.2486929,0.1724842
1.743502,0.03117462,0.031174616,0.064155859,0.2064087,0.2064087,0.2366494,0.03432367,0.04545462,0.3920065,0.3696502,0.1943986,0.1794568,0.2486929,0.1724842
1.743727,0.03117462,0.031174616,0.064155859,0.2064087,0.2064087,0.2366494,0.03432367,0.04545462,0.3906816,0.3669846,0.1943986,0.1794568,0.2486929,0.1724842
1.74395,0.03138182,0.03138182,0.064614996,0.2064087,0.2064087,0.2366494,0.03432367,0.04545462,0.3906816,0.3669846,0.1937558,0.178818,0.2486929,0.1724842
1.744165,0.03138182,0.03138182,0.064614996,0.2064087,0.2064087,0.2366494,0.03432367,0.04545462,0.3906816,0.3669846,0.1937558,0.178818,0.2423116,0.1726215
1.855465,0.03138182,0.03138182,0.064614996,0.2079604,0.2079604,0.242138,0.03432367,0.04545462,0.3906816,0.3669846,0.1937558,0.178818,0.2423116,0.1726215
1.855747,0.03311607,0.033116068,0.067578844,0.2079604,0.2079604,0.242138,0.03525933,0.04648542,0.3906816,0.3669846,0.1937558,0.178818,0.2423116,0.1726215
1.85597,0.03311607,0.033116068,0.067578844,0.2079604,0.2079604,0.242138,0.03525933,0.04648542,0.3888942,0.3618155,0.1937558,0.178818,0.2423116,0.1726215
1.856185,0.03338458,0.03338458,0.067722562,0.2079604,0.2079604,0.242138,0.03525933,0.04648542,0.3888942,0.3618155,0.192975,0.1786282,0.2423116,0.1726215
1.856393,0.03338458,0.03338458,0.067722562,0.2079604,0.2079604,0.242138,0.03525933,0.04648542,0.3888942,0.3618155,0.192975,0.1786282,0.2358254,0.1705292
1.938022,0.03338458,0.03338458,0.067722562,0.2100467,0.2100467,0.2436911,0.03525933,0.04648542,0.3888942,0.3618155,0.192975,0.1786282,0.2358254,0.1705292
1.938302,0.03534508,0.03534508,0.068536339,0.2100467,0.2100467,0.2436911,0.03627986,0.04676387,0.3888942,0.3618155,0.192975,0.1786282,0.2358254,0.1705292
1.938523,0.03534508,0.03534508,0.068536339,0.2100467,0.2100467,0.2436911,0.03627986,0.04676387,0.3867755,0.360236,0.192975,0.1786282,0.2358254,0.1705292
1.938749,0.0357013,0.035701301,0.069143391,0.2100467,0.2100467,0.2436911,0.03627986,0.04676387,0.3867755,0.360236,0.1920099,0.1778423,0.2358254,0.1705292
1.938968,0.0357013,0.035701301,0.069143391,0.2100467,0.2100467,0.2436911,0.03627986,0.04676387,0.3867755,0.360236,0.1920099,0.1778423,0.2293647,0.1709059
2.021325,0.0357013,0.035701301,0.069143391,0.2126253,0.2126253,0.2436543,0.03627986,0.04676387,0.3867755,0.360236,0.1920099,0.1778423,0.2293647,0.1709059
2.021697,0.03785065,0.037850647,0.069265251,0.2126253,0.2126253,0.2436543,0.03735599,0.04680507,0.3867755,0.360236,0.1920099,0.1778423,0.2293647,0.1709059
2.021922,0.03785065,0.037850647,0.069265251,0.2126253,0.2126253,0.2436543,0.03735599,0.04680507,0.3843693,0.3600197,0.1920099,0.1778423,0.2293647,0.1709059
