Time,Focus,FocusReal,Fcous Raw,Meditation,Alpha,AlphaReal,Beta,BetaReal,Delta,DeltaReal,Theta,ThetaReal,Gamma,GammaReal
16.21389,2.653526,2.653526219,1.665008604,0.4188421,0.4188421,0.4298216,0.2886438,0.2354749,0.1025662,0.1159091,0.1771946,0.1824889,0.1528472,0.1052316
16.29758,2.653526,2.653526219,1.665008604,0.4183492,0.4183492,0.4191804,0.2886438,0.2354749,0.1025662,0.1159091,0.1771946,0.1824889,0.1528472,0.1052316
16.29783,2.58148,2.581479944,1.673095597,0.4183492,0.4183492,0.4191804,0.2846983,0.2360461,0.1025662,0.1159091,0.1771946,0.1824889,0.1528472,0.1052316
16.29807,2.58148,2.581479944,1.673095597,0.4183492,0.4183492,0.4191804,0.2846983,0.2360461,0.1042787,0.1226877,0.1771946,0.1824889,0.1528472,0.1052316
16.29829,2.535062,2.535062222,1.663681352,0.4183492,0.4183492,0.4191804,0.2846983,0.2360461,0.1042787,0.1226877,0.1788095,0.1830045,0.1528472,0.1052316
16.29851,2.535062,2.535062222,1.663681352,0.4183492,0.4183492,0.4191804,0.2846983,0.2360461,0.1042787,0.1226877,0.1788095,0.1830045,0.1486709,0.1025309
16.38047,2.535062,2.535062222,1.663681352,0.4179769,0.4179769,0.4185315,0.2846983,0.2360461,0.1042787,0.1226877,0.1788095,0.1830045,0.1486709,0.1025309
16.38072,2.45582,2.455820431,1.620471752,0.4179769,0.4179769,0.4185315,0.2802134,0.2329606,0.1042787,0.1226877,0.1788095,0.1830045,0.1486709,0.1025309
16.38095,2.45582,2.455820431,1.620471752,0.4179769,0.4179769,0.4185315,0.2802134,0.2329606,0.1063275,0.1274418,0.1788095,0.1830045,0.1486709,0.1025309
16.38116,2.424807,2.42480726,1.735700832,0.4179769,0.4179769,0.4185315,0.2802134,0.2329606,0.1063275,0.1274418,0.1799493,0.1768256,0.1486709,0.1025309
16.38136,2.424807,2.42480726,1.735700832,0.4179769,0.4179769,0.4185315,0.2802134,0.2329606,0.1063275,0.1274418,0.1799493,0.1768256,0.1447134,0.1048978
16.46464,2.424807,2.42480726,1.735700832,0.4191464,0.4191464,0.443769,0.2802134,0.2329606,0.1063275,0.1274418,0.1799493,0.1768256,0.1447134,0.1048978
16.46488,2.335625,2.33562487,1.559885184,0.4191464,0.4191464,0.443769,0.2750121,0.2208469,0.1063275,0.1274418,0.1799493,0.1768256,0.1447134,0.1048978
16.4651,2.335625,2.33562487,1.559885184,0.4191464,0.4191464,0.443769,0.2750121,0.2208469,0.1080718,0.1238193,0.1799493,0.1768256,0.1447134,0.1048978
16.46531,2.327149,2.327148917,1.810891254,0.4191464,0.4191464,0.443769,0.2750121,0.2208469,0.1080718,0.1238193,0.1802768,0.1641138,0.1447134,0.1048978
16.46552,2.327149,2.327148917,1.810891254,0.4191464,0.4191464,0.443769,0.2750121,0.2208469,0.1080718,0.1238193,0.1802768,0.1641138,0.1425475,0.1366638
16.58157,2.327149,2.327148917,1.810891254,0.4217698,0.4217698,0.4761168,0.2750121,0.2208469,0.1080718,0.1238193,0.1802768,0.1641138,0.1425475,0.1366638
16.58183,2.234081,2.234081214,1.571726086,0.4217698,0.4217698,0.4761168,0.2694568,0.2057471,0.1080718,0.1238193,0.1802768,0.1641138,0.1425475,0.1366638
16.58206,2.234081,2.234081214,1.571726086,0.4217698,0.4217698,0.4761168,0.2694568,0.2057471,0.1093938,0.1188265,0.1802768,0.1641138,0.1425475,0.1366638
16.58228,2.245415,2.245414805,1.860251823,0.4217698,0.4217698,0.4761168,0.2694568,0.2057471,0.1093938,0.1188265,0.1798212,0.1508508,0.1425475,0.1366638
16.5825,2.245415,2.245414805,1.860251823,0.4217698,0.4217698,0.4761168,0.2694568,0.2057471,0.1093938,0.1188265,0.1798212,0.1508508,0.1428836,0.1843236
16.66548,2.245415,2.245414805,1.860251823,0.4254161,0.4254161,0.4962864,0.2694568,0.2057471,0.1093938,0.1188265,0.1798212,0.1508508,0.1428836,0.1843236
16.66574,2.152713,2.15271321,1.681251216,0.4254161,0.4254161,0.4962864,0.263836,0.1955978,0.1093938,0.1188265,0.1798212,0.1508508,0.1428836,0.1843236
16.66596,2.152713,2.15271321,1.681251216,0.4254161,0.4254161,0.4962864,0.263836,0.1955978,0.110283,0.1153346,0.1798212,0.1508508,0.1428836,0.1843236
16.66618,2.179883,2.179883247,1.895448145,0.4254161,0.4254161,0.4962864,0.263836,0.1955978,0.110283,0.1153346,0.178697,0.1420719,0.1428836,0.1843236
16.66638,2.179883,2.179883247,1.895448145,0.4254161,0.4254161,0.4962864,0.263836,0.1955978,0.110283,0.1153346,0.178697,0.1420719,0.1454353,0.212609
16.79869,2.179883,2.179883247,1.895448145,0.4287826,0.4287826,0.4882699,0.263836,0.1955978,0.110283,0.1153346,0.178697,0.1420719,0.1454353,0.212609
16.79897,2.08982,2.089819943,1.803091314,0.4287826,0.4287826,0.4882699,0.2583282,0.190773,0.110283,0.1153346,0.178697,0.1420719,0.1454353,0.212609
16.79921,2.08982,2.089819943,1.803091314,0.4287826,0.4287826,0.4882699,0.2583282,0.190773,0.1112392,0.1213132,0.178697,0.1420719,0.1454353,0.212609
16.79943,2.130081,2.130080771,1.953058455,0.4287826,0.4287826,0.4882699,0.2583282,0.190773,0.1112392,0.1213132,0.1770002,0.1365084,0.1454353,0.212609
16.79966,2.130081,2.130080771,1.953058455,0.4287826,0.4287826,0.4882699,0.2583282,0.190773,0.1112392,0.1213132,0.1770002,0.1365084,0.1498678,0.2323424
16.88228,2.130081,2.130080771,1.953058455,0.4312774,0.4312774,0.4667687,0.2583282,0.190773,0.1112392,0.1213132,0.1770002,0.1365084,0.1498678,0.2323424
16.88265,2.041698,2.041697811,1.926977617,0.4312774,0.4312774,0.4667687,0.252912,0.189495,0.1112392,0.1213132,0.1770002,0.1365084,0.1498678,0.2323424
16.8829,2.041698,2.041697811,1.926977617,0.4312774,0.4312774,0.4667687,0.252912,0.189495,0.1126595,0.1327586,0.1770002,0.1365084,0.1498678,0.2323424
16.88314,2.081105,2.081104535,1.792589077,0.4312774,0.4312774,0.4667687,0.252912,0.189495,0.1126595,0.1327586,0.1753164,0.1415329,0.1498678,0.2323424
16.88335,2.081105,2.081104535,1.792589077,0.4312774,0.4312774,0.4667687,0.252912,0.189495,0.1126595,0.1327586,0.1753164,0.1415329,0.1549708,0.2397467
16.98316,2.081105,2.081104535,1.792589077,0.4336859,0.4336859,0.4533836,0.252912,0.189495,0.1126595,0.1327586,0.1753164,0.1415329,0.1549708,0.2397467
16.98341,1.986957,1.986956648,1.716365345,0.4336859,0.4336859,0.4533836,0.247125,0.1854224,0.1126595,0.1327586,0.1753164,0.1415329,0.1549708,0.2397467
16.98364,1.986957,1.986956648,1.716365345,0.4336859,0.4336859,0.4533836,0.247125,0.1854224,0.1144089,0.1423166,0.1753164,0.1415329,0.1549708,0.2397467
16.98387,2.027762,2.027761983,1.589429559,0.4336859,0.4336859,0.4533836,0.247125,0.1854224,0.1144089,0.1423166,0.1735435,0.1470759,0.1549708,0.2397467
16.98408,2.027762,2.027761983,1.589429559,0.4336859,0.4336859,0.4533836,0.247125,0.1854224,0.1144089,0.1423166,0.1735435,0.1470759,0.1596244,0.2382699
17.08235,2.027762,2.027761983,1.589429559,0.4361172,0.4361172,0.4432709,0.247125,0.1854224,0.1144089,0.1423166,0.1735435,0.1470759,0.1596244,0.2382699
17.0827,1.927128,1.927127704,1.521742049,0.4361172,0.4361172,0.4432709,0.2409148,0.1814312,0.1144089,0.1423166,0.1735435,0.1470759,0.1596244,0.2382699
17.08295,1.927128,1.927127704,1.521742049,0.4361172,0.4361172,0.4432709,0.2409148,0.1814312,0.1164744,0.1507081,0.1735435,0.1470759,0.1596244,0.2382699
17.08317,1.970451,1.970451257,1.448630888,0.4361172,0.4361172,0.4432709,0.2409148,0.1814312,0.1164744,0.1507081,0.171625,0.1507416,0.1596244,0.2382699
17.08338,1.970451,1.970451257,1.448630888,0.4361172,0.4361172,0.4432709,0.2409148,0.1814312,0.1164744,0.1507081,0.171625,0.1507416,0.1631667,0.217904
17.16618,1.970451,1.970451257,1.448630888,0.4382221,0.4382221,0.4327158,0.2409148,0.1814312,0.1164744,0.1507081,0.171625,0.1507416,0.1631667,0.217904
17.16644,1.866345,1.866344632,1.41226283,0.4382221,0.4382221,0.4327158,0.2344642,0.1791393,0.1164744,0.1507081,0.171625,0.1507416,0.1631667,0.217904
17.16675,1.866345,1.866344632,1.41226283,0.4382221,0.4382221,0.4327158,0.2344642,0.1791393,0.1189785,0.1585742,0.171625,0.1507416,0.1631667,0.217904
17.16698,1.911385,1.911385207,1.383018889,0.4382221,0.4382221,0.4327158,0.2344642,0.1791393,0.1189785,0.1585742,0.1695909,0.152327,0.1631667,0.217904
17.16719,1.911385,1.911385207,1.383018889,0.4382221,0.4382221,0.4327158,0.2344642,0.1791393,0.1189785,0.1585742,0.1695909,0.152327,0.1667432,0.2195997
17.2667,1.911385,1.911385207,1.383018889,0.4399282,0.4399282,0.4257668,0.2344642,0.1791393,0.1189785,0.1585742,0.1695909,0.152327,0.1667432,0.2195997
17.26698,1.807692,1.807692047,1.383050641,0.4399282,0.4399282,0.4257668,0.2280157,0.1791414,0.1189785,0.1585742,0.1695909,0.152327,0.1667432,0.2195997
17.2672,1.807692,1.807692047,1.383050641,0.4399282,0.4399282,0.4257668,0.2280157,0.1791414,0.1218253,0.162572,0.1695909,0.152327,0.1667432,0.2195997
17.26743,1.852449,1.852448595,1.362399623,0.4399282,0.4399282,0.4257668,0.2280157,0.1791414,0.1218253,0.162572,0.1675296,0.1534771,0.1667432,0.2195997
17.26764,1.852449,1.852448595,1.362399623,0.4399282,0.4399282,0.4257668,0.2280157,0.1791414,0.1218253,0.162572,0.1675296,0.1534771,0.1702322,0.21948
17.41761,1.852449,1.852448595,1.362399623,0.4410147,0.4410147,0.4214531,0.2280157,0.1791414,0.1218253,0.162572,0.1675296,0.1534771,0.1702322,0.21948
17.41786,1.751568,1.751567989,1.346510803,0.4410147,0.4410147,0.4214531,0.2217201,0.1780937,0.1218253,0.162572,0.1675296,0.1534771,0.1702322,0.21948
17.41809,1.751568,1.751567989,1.346510803,0.4410147,0.4410147,0.4214531,0.2217201,0.1780937,0.1250509,0.1658057,0.1675296,0.1534771,0.1702322,0.21948
17.4183,1.794715,1.794715272,1.347598902,0.4410147,0.4410147,0.4214531,0.2217201,0.1780937,0.1250509,0.1658057,0.1655036,0.1534152,0.1702322,0.21948
17.41852,1.794715,1.794715272,1.347598902,0.4410147,0.4410147,0.4214531,0.2217201,0.1780937,0.1250509,0.1658057,0.1655036,0.1534152,0.1737458,0.2191598
17.50097,1.794715,1.794715272,1.347598902,0.4413588,0.4413588,0.4171447,0.2217201,0.1780937,0.1250509,0.1658057,0.1655036,0.1534152,0.1737458,0.2191598
17.50122,1.698274,1.698273822,1.328293114,0.4413588,0.4413588,0.4171447,0.2156807,0.1768134,0.1250509,0.1658057,0.1655036,0.1534152,0.1737458,0.2191598
17.50144,1.698274,1.698273822,1.328293114,0.4413588,0.4413588,0.4171447,0.2156807,0.1768134,0.1286252,0.1690066,0.1655036,0.1534152,0.1737458,0.2191598
17.50167,1.738825,1.738824851,1.333759593,0.4413588,0.4413588,0.4171447,0.2156807,0.1768134,0.1286252,0.1690066,0.1635623,0.1531004,0.1737458,0.2191598
17.50188,1.738825,1.738824851,1.333759593,0.4413588,0.4413588,0.4171447,0.2156807,0.1768134,0.1286252,0.1690066,0.1635623,0.1531004,0.1768303,0.212719
17.6009,1.738825,1.738824851,1.333759593,0.4410251,0.4410251,0.4145867,0.2156807,0.1768134,0.1286252,0.1690066,0.1635623,0.1531004,0.1768303,0.212719
17.60115,1.648882,1.648881566,1.322950092,0.4410251,0.4410251,0.4145867,0.2100284,0.1760955,0.1286252,0.1690066,0.1635623,0.1531004,0.1768303,0.212719
17.60138,1.648882,1.648881566,1.322950092,0.4410251,0.4410251,0.4145867,0.2100284,0.1760955,0.1323797,0.170483,0.1635623,0.1531004,0.1768303,0.212719
17.6016,1.686336,1.686336227,1.330187222,0.4410251,0.4410251,0.4145867,0.2100284,0.1760955,0.1323797,0.170483,0.1617357,0.1526834,0.1768303,0.212719
17.6018,1.686336,1.686336227,1.330187222,0.4410251,0.4410251,0.4145867,0.2100284,0.1760955,0.1323797,0.170483,0.1617357,0.1526834,0.1808112,0.2266634
17.72393,1.686336,1.686336227,1.330187222,0.4399246,0.4399246,0.4067745,0.2100284,0.1760955,0.1323797,0.170483,0.1617357,0.1526834,0.1808112,0.2266634
17.72418,1.605162,1.605162395,1.343480531,0.4399246,0.4399246,0.4067745,0.2049111,0.1769732,0.1323797,0.170483,0.1617357,0.1526834,0.1808112,0.2266634
17.72439,1.605162,1.605162395,1.343480531,0.4399246,0.4399246,0.4067745,0.2049111,0.1769732,0.1363011,0.1744419,0.1617357,0.1526834,0.1808112,0.2266634
17.7246,1.638716,1.63871616,1.31447831,0.4399246,0.4399246,0.4067745,0.2049111,0.1769732,0.1363011,0.1744419,0.1600713,0.1543586,0.1808112,0.2266634
17.72482,1.638716,1.63871616,1.31447831,0.4399246,0.4399246,0.4067745,0.2049111,0.1769732,0.1363011,0.1744419,0.1600713,0.1543586,0.1851917,0.226385
17.78514,1.638716,1.63871616,1.31447831,0.4384106,0.4384106,0.4026446,0.2049111,0.1769732,0.1363011,0.1744419,0.1600713,0.1543586,0.1851917,0.226385
17.78539,1.567518,1.567517832,1.325809391,0.4384106,0.4384106,0.4026446,0.2004102,0.1777343,0.1363011,0.1744419,0.1600713,0.1543586,0.1851917,0.226385
17.7856,1.567518,1.567517832,1.325809391,0.4384106,0.4384106,0.4026446,0.2004102,0.1777343,0.1402294,0.1771337,0.1600713,0.1543586,0.1851917,0.226385
17.78581,1.597027,1.597026813,1.295466989,0.4384106,0.4384106,0.4026446,0.2004102,0.1777343,0.1402294,0.1771337,0.1585856,0.1561558,0.1851917,0.226385
17.78606,1.597027,1.597026813,1.295466989,0.4384106,0.4384106,0.4026446,0.2004102,0.1777343,0.1402294,0.1771337,0.1585856,0.1561558,0.1896718,0.2254024
17.90274,1.597027,1.597026813,1.295466989,0.4365676,0.4365676,0.4002473,0.2004102,0.1777343,0.1402294,0.1771337,0.1585856,0.1561558,0.1896718,0.2254024
17.90301,1.537763,1.537763469,1.319354819,0.4365676,0.4365676,0.4002473,0.1966566,0.1793655,0.1402294,0.1771337,0.1585856,0.1561558,0.1896718,0.2254024
17.90323,1.537763,1.537763469,1.319354819,0.4365676,0.4365676,0.4002473,0.1966566,0.1793655,0.1440409,0.1782634,0.1585856,0.1561558,0.1896718,0.2254024
17.90344,1.562109,1.56210943,1.276868007,0.4365676,0.4365676,0.4002473,0.1966566,0.1793655,0.1440409,0.1782634,0.1573449,0.1587325,0.1896718,0.2254024
17.90365,1.562109,1.56210943,1.276868007,0.4365676,0.4365676,0.4002473,0.1966566,0.1793655,0.1440409,0.1782634,0.1573449,0.1587325,0.1941282,0.2228677
18.03585,1.562109,1.56210943,1.276868007,0.4346685,0.4346685,0.4019701,0.1966566,0.1793655,0.1440409,0.1782634,0.1573449,0.1587325,0.1941282,0.2228677
18.0361,1.513391,1.513391383,1.294455284,0.4346685,0.4346685,0.4019701,0.1935657,0.1805966,0.1440409,0.1782634,0.1573449,0.1587325,0.1941282,0.2228677
18.03633,1.513391,1.513391383,1.294455284,0.4346685,0.4346685,0.4019701,0.1935657,0.1805966,0.1476012,0.1770272,0.1573449,0.1587325,0.1941282,0.2228677
18.03655,1.533157,1.533157235,1.262081109,0.4346685,0.4346685,0.4019701,0.1935657,0.1805966,0.1476012,0.1770272,0.1563274,0.1607555,0.1941282,0.2228677
18.03675,1.533157,1.533157235,1.262081109,0.4346685,0.4346685,0.4019701,0.1935657,0.1805966,0.1476012,0.1770272,0.1563274,0.1607555,0.1984248,0.2232738
18.10295,1.533157,1.533157235,1.262081109,0.4331938,0.4331938,0.4018019,0.1935657,0.1805966,0.1476012,0.1770272,0.1563274,0.1607555,0.1984248,0.2232738
18.10321,1.488945,1.488945118,1.282602699,0.4331938,0.4331938,0.4018019,0.1907543,0.1820589,0.1476012,0.1770272,0.1563274,0.1607555,0.1984248,0.2232738
18.10344,1.488945,1.488945118,1.282602699,0.4331938,0.4331938,0.4018019,0.1907543,0.1820589,0.1507972,0.1766335,0.1563274,0.1607555,0.1984248,0.2232738
18.10366,1.505643,1.505643125,1.203233938,0.4331938,0.4331938,0.4018019,0.1907543,0.1820589,0.1507972,0.1766335,0.1554581,0.1659728,0.1984248,0.2232738
18.10388,1.505643,1.505643125,1.203233938,0.4331938,0.4331938,0.4018019,0.1907543,0.1820589,0.1507972,0.1766335,0.1554581,0.1659728,0.2042165,0.2152744
18.20251,1.505643,1.505643125,1.203233938,0.4315844,0.4315844,0.3886025,0.1907543,0.1820589,0.1507972,0.1766335,0.1554581,0.1659728,0.2042165,0.2152744
18.20284,1.466593,1.466592975,1.293124762,0.4315844,0.4315844,0.3886025,0.1882644,0.188737,0.1507972,0.1766335,0.1554581,0.1659728,0.2042165,0.2152744
18.20306,1.466593,1.466592975,1.293124762,0.4315844,0.4315844,0.3886025,0.1882644,0.188737,0.153731,0.1784299,0.1554581,0.1659728,0.2042165,0.2152744
18.20327,1.474975,1.47497483,1.16849024,0.4315844,0.4315844,0.3886025,0.1882644,0.188737,0.153731,0.1784299,0.1550158,0.1746001,0.2042165,0.2152744
18.20349,1.474975,1.47497483,1.16849024,0.4315844,0.4315844,0.3886025,0.1882644,0.188737,0.153731,0.1784299,0.1550158,0.1746001,0.2097082,0.2068739
18.3022,1.474975,1.47497483,1.16849024,0.4285254,0.4285254,0.360409,0.1882644,0.188737,0.153731,0.1784299,0.1550158,0.1746001,0.2097082,0.2068739
18.30246,1.448901,1.448901316,1.327955594,0.4285254,0.4285254,0.360409,0.186593,0.2012039,0.153731,0.1784299,0.1550158,0.1746001,0.2097082,0.2068739
18.30279,1.448901,1.448901316,1.327955594,0.4285254,0.4285254,0.360409,0.186593,0.2012039,0.1566428,0.1827654,0.1550158,0.1746001,0.2097082,0.2068739
18.30301,1.44137,1.44136995,1.189136596,0.4285254,0.4285254,0.360409,0.186593,0.2012039,0.1566428,0.1827654,0.1554202,0.1845102,0.2097082,0.2068739
18.30324,1.44137,1.44136995,1.189136596,0.4285254,0.4285254,0.360409,0.186593,0.2012039,0.1566428,0.1827654,0.1554202,0.1845102,0.2147227,0.200172
18.38693,1.44137,1.44136995,1.189136596,0.4225266,0.4225266,0.3297926,0.186593,0.2012039,0.1566428,0.1827654,0.1554202,0.1845102,0.2147227,0.200172
18.38718,1.439036,1.439035842,1.395638002,0.4225266,0.4225266,0.3297926,0.1864418,0.2179751,0.1566428,0.1827654,0.1554202,0.1845102,0.2147227,0.200172
18.3874,1.439036,1.439035842,1.395638002,0.4225266,0.4225266,0.3297926,0.1864418,0.2179751,0.1599521,0.1866951,0.1554202,0.1845102,0.2147227,0.200172
18.38761,1.412864,1.41286397,1.297799796,0.4225266,0.4225266,0.3297926,0.1864418,0.2179751,0.1599521,0.1866951,0.1568531,0.1913388,0.2147227,0.200172
18.38782,1.412864,1.41286397,1.297799796,0.4225266,0.4225266,0.3297926,0.1864418,0.2179751,0.1599521,0.1866951,0.1568531,0.1913388,0.2174871,0.1891887
18.51985,1.412864,1.41286397,1.297799796,0.4139289,0.4139289,0.3127599,0.1864418,0.2179751,0.1599521,0.1866951,0.1568531,0.1913388,0.2174871,0.1891887
18.52011,1.435855,1.435854996,1.501428423,0.4139289,0.4139289,0.3127599,0.1879526,0.2344527,0.1599521,0.1866951,0.1568531,0.1913388,0.2174871,0.1891887
18.52035,1.435855,1.435854996,1.501428423,0.4139289,0.4139289,0.3127599,0.1879526,0.2344527,0.1634806,0.1858692,0.1568531,0.1913388,0.2174871,0.1891887
18.52057,1.396528,1.396528333,1.48303943,0.4139289,0.4139289,0.3127599,0.1879526,0.2344527,0.1634806,0.1858692,0.1590463,0.1925214,0.2174871,0.1891887
18.52078,1.396528,1.396528333,1.48303943,0.4139289,0.4139289,0.3127599,0.1879526,0.2344527,0.1634806,0.1858692,0.1590463,0.1925214,0.2173445,0.1816137
18.63681,1.396528,1.396528333,1.48303943,0.4037798,0.4037798,0.3034532,0.1879526,0.2344527,0.1634806,0.1858692,0.1590463,0.1925214,0.2173445,0.1816137
18.63708,1.439597,1.439597488,1.689576959,0.4037798,0.4037798,0.3034532,0.1908289,0.2502465,0.1634806,0.1858692,0.1590463,0.1925214,0.2173445,0.1816137
18.6373,1.439597,1.439597488,1.689576959,0.4037798,0.4037798,0.3034532,0.1908289,0.2502465,0.1669839,0.1818973,0.1590463,0.1925214,0.2173445,0.1816137
18.63752,1.392174,1.392174026,1.679291757,0.4037798,0.4037798,0.3034532,0.1908289,0.2502465,0.1669839,0.1818973,0.1617325,0.19311,0.2173445,0.1816137
18.63773,1.392174,1.392174026,1.679291757,0.4037798,0.4037798,0.3034532,0.1908289,0.2502465,0.1669839,0.1818973,0.1617325,0.19311,0.2146966,0.1622998
18.73734,1.392174,1.392174026,1.679291757,0.3936007,0.3936007,0.2948672,0.1908289,0.2502465,0.1669839,0.1818973,0.1617325,0.19311,0.2146966,0.1622998
18.73758,1.449616,1.44961628,1.880546706,0.3936007,0.3936007,0.2948672,0.194726,0.2648177,0.1669839,0.1818973,0.1617325,0.19311,0.2146966,0.1622998
18.73783,1.449616,1.44961628,1.880546706,0.3936007,0.3936007,0.2948672,0.194726,0.2648177,0.170061,0.1797783,0.1617325,0.19311,0.2146966,0.1622998
18.73804,1.392353,1.392352722,1.769774384,0.3936007,0.3936007,0.2948672,0.194726,0.2648177,0.170061,0.1797783,0.1650248,0.1990618,0.2146966,0.1622998
18.73825,1.392353,1.392352722,1.769774384,0.3936007,0.3936007,0.2948672,0.194726,0.2648177,0.170061,0.1797783,0.1650248,0.1990618,0.2112714,0.167262
18.82069,1.392353,1.392352722,1.769774384,0.3849622,0.3849622,0.3026385,0.194726,0.2648177,0.170061,0.1797783,0.1650248,0.1990618,0.2112714,0.167262
18.82094,1.453116,1.453115772,1.831053857,0.3849622,0.3849622,0.3026385,0.1989296,0.2693634,0.170061,0.1797783,0.1650248,0.1990618,0.2112714,0.167262
18.82115,1.453116,1.453115772,1.831053857,0.3849622,0.3849622,0.3026385,0.1989296,0.2693634,0.172221,0.1737981,0.1650248,0.1990618,0.2112714,0.167262
18.82136,1.401836,1.401835766,1.843912843,0.3849622,0.3849622,0.3026385,0.1989296,0.2693634,0.172221,0.1737981,0.168016,0.1983665,0.2112714,0.167262
18.82157,1.401836,1.401835766,1.843912843,0.3849622,0.3849622,0.3026385,0.1989296,0.2693634,0.172221,0.1737981,0.168016,0.1983665,0.2063624,0.1464768
18.92213,1.401836,1.401835766,1.843912843,0.3775243,0.3775243,0.3120627,0.1989296,0.2693634,0.172221,0.1737981,0.168016,0.1983665,0.2063624,0.1464768
18.92238,1.466417,1.466416988,1.873347283,0.3775243,0.3775243,0.3120627,0.2034602,0.2715048,0.172221,0.1737981,0.168016,0.1983665,0.2063624,0.1464768
18.92268,1.466417,1.466416988,1.873347283,0.3775243,0.3775243,0.3120627,0.2034602,0.2715048,0.1734915,0.1664554,0.168016,0.1983665,0.2063624,0.1464768
18.9229,1.422856,1.422855868,1.927222358,0.3775243,0.3775243,0.3120627,0.2034602,0.2715048,0.1734915,0.1664554,0.1705686,0.1955742,0.2063624,0.1464768
18.92311,1.422856,1.422855868,1.927222358,0.3775243,0.3775243,0.3120627,0.2034602,0.2715048,0.1734915,0.1664554,0.1705686,0.1955742,0.2017469,0.1505746
19.02127,1.422856,1.422855868,1.927222358,0.3709108,0.3709108,0.3176134,0.2034602,0.2715048,0.1734915,0.1664554,0.1705686,0.1955742,0.2017469,0.1505746
19.02152,1.492452,1.492451973,1.974937164,0.3709108,0.3709108,0.3176134,0.2083767,0.2748452,0.1734915,0.1664554,0.1705686,0.1955742,0.2017469,0.1505746
19.02175,1.492452,1.492451973,1.974937164,0.3709108,0.3709108,0.3176134,0.2083767,0.2748452,0.1740014,0.1603962,0.1705686,0.1955742,0.2017469,0.1505746
19.02197,1.45308,1.453080059,1.999816239,0.3709108,0.3709108,0.3176134,0.2083767,0.2748452,0.1740014,0.1603962,0.172864,0.1943539,0.2017469,0.1505746
19.02218,1.45308,1.453080059,1.999816239,0.3709108,0.3709108,0.3176134,0.2083767,0.2748452,0.1740014,0.1603962,0.172864,0.1943539,0.1973173,0.1337431
19.10543,1.45308,1.453080059,1.999816239,0.3650928,0.3650928,0.3221747,0.2083767,0.2748452,0.1740014,0.1603962,0.172864,0.1943539,0.1973173,0.1337431
19.10572,1.528542,1.528542269,2.085074013,0.3650928,0.3650928,0.3221747,0.213719,0.2806428,0.1740014,0.1603962,0.172864,0.1943539,0.1973173,0.1337431
19.10596,1.528542,1.528542269,2.085074013,0.3650928,0.3650928,0.3221747,0.213719,0.2806428,0.1736959,0.1527697,0.172864,0.1943539,0.1973173,0.1337431
19.10617,1.490694,1.490694021,2.097861477,0.3650928,0.3650928,0.3221747,0.213719,0.2806428,0.1736959,0.1527697,0.1750447,0.1937606,0.1973173,0.1337431
19.10639,1.490694,1.490694021,2.097861477,0.3650928,0.3650928,0.3221747,0.213719,0.2806428,0.1736959,0.1527697,0.1750447,0.1937606,0.1932464,0.1422511
19.2217,1.490694,1.490694021,2.097861477,0.36007,0.36007,0.3303334,0.213719,0.2806428,0.1736959,0.1527697,0.1750447,0.1937606,0.1932464,0.1422511
19.22195,1.569671,1.569670751,2.168367119,0.36007,0.36007,0.3303334,0.2193074,0.2853198,0.1736959,0.1527697,0.1750447,0.1937606,0.1932464,0.1422511
19.22216,1.569671,1.569670751,2.168367119,0.36007,0.36007,0.3303334,0.2193074,0.2853198,0.1727087,0.1438156,0.1750447,0.1937606,0.1932464,0.1422511
19.2224,1.533118,1.533117813,2.187948097,0.36007,0.36007,0.3303334,0.2193074,0.2853198,0.1727087,0.1438156,0.1771191,0.1928916,0.1932464,0.1422511
19.22271,1.533118,1.533117813,2.187948097,0.36007,0.36007,0.3303334,0.2193074,0.2853198,0.1727087,0.1438156,0.1771191,0.1928916,0.189173,0.142086
19.34029,1.533118,1.533117813,2.187948097,0.3559317,0.3559317,0.3428248,0.2193074,0.2853198,0.1727087,0.1438156,0.1771191,0.1928916,0.189173,0.142086
19.34055,1.614866,1.614865709,2.225251131,0.3559317,0.3559317,0.3428248,0.2250783,0.2877418,0.1727087,0.1438156,0.1771191,0.1928916,0.189173,0.142086
19.34076,1.614866,1.614865709,2.225251131,0.3559317,0.3559317,0.3428248,0.2250783,0.2877418,0.1710287,0.1338862,0.1771191,0.1928916,0.189173,0.142086
19.34098,1.578919,1.578918678,2.257526433,0.3559317,0.3559317,0.3428248,0.2250783,0.2877418,0.1710287,0.1338862,0.179124,0.1915078,0.189173,0.142086
19.34119,1.578919,1.578918678,2.257526433,0.3559317,0.3559317,0.3428248,0.2250783,0.2877418,0.1710287,0.1338862,0.179124,0.1915078,0.1852991,0.1455547
19.42207,1.578919,1.578918678,2.257526433,0.3526211,0.3526211,0.3542442,0.2250783,0.2877418,0.1710287,0.1338862,0.179124,0.1915078,0.1852991,0.1455547
19.42233,1.662943,1.662943503,2.279342771,0.3526211,0.3526211,0.3542442,0.2309896,0.2891288,0.1710287,0.1338862,0.179124,0.1915078,0.1852991,0.1455547
19.4227,1.662943,1.662943503,2.279342771,0.3526211,0.3526211,0.3542442,0.2309896,0.2891288,0.1687499,0.1257088,0.179124,0.1915078,0.1852991,0.1455547
19.42293,1.62815,1.628150037,2.333491045,0.3526211,0.3526211,0.3542442,0.2309896,0.2891288,0.1687499,0.1257088,0.1810278,0.1892728,0.1852991,0.1455547
