Time,Focus,FocusReal,FocusRaw,Meditation,Alpha,AlphaReal,Beta,BetaReal,Delta,DeltaReal,Theta,ThetaReal,Gamma,GammaReal
0.13817,4.519426,4.519426165,5.028499823,0.1546641,0.1546641,0.1275708,0.410949,0.4546727,0.09882436,0.06143343,0.1933064,0.2027588,0.2230403,0.2800535
0.13984,4.614515,4.614514978,5.250373996,0.1546641,0.1546641,0.1275708,0.4152497,0.4645952,0.09882436,0.06143343,0.1933064,0.2027588,0.2230403,0.2800535
0.139968,4.614515,4.614514978,5.250373996,0.1546641,0.1546641,0.1275708,0.4152497,0.4645952,0.09423368,0.06341426,0.1933064,0.2027588,0.2230403,0.2800535
0.140087,4.611361,4.611360709,4.926340378,0.1546641,0.1546641,0.1275708,0.4152497,0.4645952,0.09423368,0.06341426,0.1933725,0.2093209,0.2230403,0.2800535
0.140198,4.611361,4.611360709,4.926340378,0.1546641,0.1546641,0.1275708,0.4152497,0.4645952,0.09423368,0.06341426,0.1933725,0.2093209,0.2265279,0.2788864
0.140314,4.611361,4.611360709,4.926340378,0.1538413,0.1538413,0.121069,0.4152497,0.4645952,0.09423368,0.06341426,0.1933725,0.2093209,0.2265279,0.2788864
0.140431,4.720922,4.720921372,5.094577141,0.1538413,0.1538413,0.121069,0.4201537,0.4724617,0.09423368,0.06341426,0.1933725,0.2093209,0.2265279,0.2788864
0.140546,4.720922,4.720921372,5.094577141,0.1538413,0.1538413,0.121069,0.4201537,0.4724617,0.08973329,0.06579768,0.1933725,0.2093209,0.2265279,0.2788864
0.140657,4.697168,4.697168512,4.819607456,0.1538413,0.1538413,0.121069,0.4201537,0.4724617,0.08973329,0.06579768,0.1938608,0.2152092,0.2265279,0.2788864
0.140762,4.697168,4.697168512,4.819607456,0.1538413,0.1538413,0.121069,0.4201537,0.4724617,0.08973329,0.06579768,0.1938608,0.2152092,0.2296431,0.2735493
0.24017,4.697168,4.697168512,4.819607456,0.1528687,0.1528687,0.1184315,0.4201537,0.4724617,0.08973329,0.06579768,0.1938608,0.2152092,0.2296431,0.2735493
0.240449,4.819512,4.819512106,4.919977188,0.1528687,0.1528687,0.1184315,0.4255902,0.4773559,0.08973329,0.06579768,0.1938608,0.2152092,0.2296431,0.2735493
0.240672,4.819512,4.819512106,4.919977188,0.1528687,0.1528687,0.1184315,0.4255902,0.4773559,0.08530384,0.06798309,0.1938608,0.2152092,0.2296431,0.2735493
0.240892,4.775361,4.775360475,4.714507546,0.1528687,0.1528687,0.1184315,0.4255902,0.4773559,0.08530384,0.06798309,0.194755,0.2198488,0.2296431,0.2735493
0.241092,4.775361,4.775360475,4.714507546,0.1528687,0.1528687,0.1184315,0.4255902,0.4773559,0.08530384,0.06798309,0.194755,0.2198488,0.2323049,0.2676503
0.326718,4.775361,4.775360475,4.714507546,0.1518509,0.1518509,0.1177904,0.4255902,0.4773559,0.08530384,0.06798309,0.194755,0.2198488,0.2323049,0.2676503
0.327096,4.909369,4.909368321,4.751177554,0.1518509,0.1518509,0.1177904,0.4315204,0.4792088,0.08530384,0.06798309,0.194755,0.2198488,0.2323049,0.2676503
0.327332,4.909369,4.909368321,4.751177554,0.1518509,0.1518509,0.1177904,0.4315204,0.4792088,0.08086179,0.06939204,0.194755,0.2198488,0.2323049,0.2676503
0.327556,4.846875,4.846874974,4.63985909,0.1518509,0.1518509,0.1177904,0.4315204,0.4792088,0.08086179,0.06939204,0.1960065,0.2224705,0.2323049,0.2676503
0.327783,4.846875,4.846874974,4.63985909,0.1518509,0.1518509,0.1177904,0.4315204,0.4792088,0.08086179,0.06939204,0.1960065,0.2224705,0.2312829,0.2010797
0.422358,4.846875,4.846874974,4.63985909,0.1507738,0.1507738,0.1170074,0.4315204,0.4792088,0.08086179,0.06939204,0.1960065,0.2224705,0.2312829,0.2010797
0.422652,4.991622,4.991621908,4.610218207,0.1507738,0.1507738,0.1170074,0.4379165,0.4776757,0.08086179,0.06939204,0.1960065,0.2224705,0.2312829,0.2010797
0.42298,4.991622,4.991621908,4.610218207,0.1507738,0.1507738,0.1170074,0.4379165,0.4776757,0.07633563,0.07025187,0.1960065,0.2224705,0.2312829,0.2010797
0.423218,4.912587,4.912586541,4.586611764,0.1507738,0.1507738,0.1170074,0.4379165,0.4776757,0.07633563,0.07025187,0.1975769,0.2230422,0.2312829,0.2010797
0.423426,4.912587,4.912586541,4.586611764,0.1507738,0.1507738,0.1170074,0.4379165,0.4776757,0.07633563,0.07025187,0.1975769,0.2230422,0.2303801,0.2047541
0.524442,4.912587,4.912586541,4.586611764,0.1483497,0.1483497,0.1161626,0.4379165,0.4776757,0.07633563,0.07025187,0.1975769,0.2230422,0.2303801,0.2047541
0.524722,5.030779,5.030778891,4.495570135,0.1483497,0.1483497,0.1161626,0.4431531,0.4729111,0.07633563,0.07025187,0.1975769,0.2230422,0.2303801,0.2047541
0.529868,5.030779,5.030778891,4.495570135,0.1483497,0.1483497,0.1161626,0.4431531,0.4729111,0.0723204,0.07153767,0.1975769,0.2230422,0.2303801,0.2047541
0.530145,4.918154,4.918153962,4.538909359,0.1483497,0.1483497,0.1161626,0.4431531,0.4729111,0.0723204,0.07153767,0.1998263,0.2219748,0.2303801,0.2047541
0.530365,4.918154,4.918153962,4.538909359,0.1483497,0.1483497,0.1161626,0.4431531,0.4729111,0.0723204,0.07153767,0.1998263,0.2219748,0.2320041,0.2103659
0.690072,4.918154,4.918153962,4.538909359,0.1458135,0.1458135,0.1149926,0.4431531,0.4729111,0.0723204,0.07153767,0.1998263,0.2219748,0.2320041,0.2103659
0.690339,5.033223,5.033223331,4.412491061,0.1458135,0.1458135,0.1149926,0.4483073,0.4662788,0.0723204,0.07153767,0.1998263,0.2219748,0.2320041,0.2103659
0.69057,5.033223,5.033223331,4.412491061,0.1458135,0.1458135,0.1149926,0.4483073,0.4662788,0.06876218,0.07367025,0.1998263,0.2219748,0.2320041,0.2103659
0.690798,4.910124,4.910123787,4.51086485,0.1458135,0.1458135,0.1149926,0.4483073,0.4662788,0.06876218,0.07367025,0.2023157,0.2195411,0.2320041,0.2103659
0.691158,4.910124,4.910123787,4.51086485,0.1458135,0.1458135,0.1149926,0.4483073,0.4662788,0.06876218,0.07367025,0.2023157,0.2195411,0.233716,0.2165639
0.757031,4.910124,4.910123787,4.51086485,0.1431272,0.1431272,0.1140266,0.4483073,0.4662788,0.06876218,0.07367025,0.2023157,0.2195411,0.233716,0.2165639
0.757297,5.003242,5.003242032,4.367789713,0.1431272,0.1431272,0.1140266,0.4525383,0.4588245,0.06876218,0.07367025,0.2023157,0.2195411,0.233716,0.2165639
0.757512,5.003242,5.003242032,4.367789713,0.1431272,0.1431272,0.1140266,0.4525383,0.4588245,0.06648923,0.07663904,0.2023157,0.2195411,0.233716,0.2165639
0.757729,4.888234,4.888234086,4.493151417,0.1431272,0.1431272,0.1140266,0.4525383,0.4588245,0.06648923,0.07663904,0.2046819,0.2164567,0.233716,0.2165639
