Time,Focus,Break,FocusRaw,Meditation,Alpha,AlphaReal,Beta,BetaReal,Delta,DeltaReal,Theta,ThetaReal,Gamma,GammaReal
129.9419,1.689089,1.689088886,0.698375486,0.409812,0.409812,0.3114076,0.2098778,0.146655,0.1332575,0.2480142,0.161488,0.17549,0.2116706,0.2192354
129.9421,1.689089,1.689088886,0.698375486,0.409812,0.409812,0.3114076,0.2098778,0.146655,0.1332575,0.2480142,0.161488,0.17549,0.2096779,0.2196088
130.041,1.689089,1.689088886,0.698375486,0.4024156,0.4024156,0.2965704,0.2098778,0.146655,0.1332575,0.2480142,0.161488,0.17549,0.2096779,0.2196088
130.0412,1.648365,1.648364596,0.745197423,0.4024156,0.4024156,0.2965704,0.2073322,0.1514914,0.1332575,0.2480142,0.161488,0.17549,0.2096779,0.2196088
130.0415,1.648365,1.648364596,0.745197423,0.4024156,0.4024156,0.2965704,0.2073322,0.1514914,0.1397085,0.2531626,0.161488,0.17549,0.2096779,0.2196088
130.0417,1.608977,1.608977492,0.71088317,0.4024156,0.4024156,0.2965704,0.2073322,0.1514914,0.1397085,0.2531626,0.1634526,0.1796755,0.2096779,0.2196088
130.0419,1.608977,1.608977492,0.71088317,0.4024156,0.4024156,0.2965704,0.2073322,0.1514914,0.1397085,0.2531626,0.1634526,0.1796755,0.2083353,0.2220932
130.1295,1.608977,1.608977492,0.71088317,0.3945951,0.3945951,0.2751467,0.2073322,0.1514914,0.1397085,0.2531626,0.1634526,0.1796755,0.2083353,0.2220932
130.1298,1.54745,1.547450311,0.753127316,0.3945951,0.3945951,0.2751467,0.2033294,0.1559276,0.1397085,0.2531626,0.1634526,0.1796755,0.2083353,0.2220932
130.13,1.54745,1.547450311,0.753127316,0.3945951,0.3945951,0.2751467,0.2033294,0.1559276,0.1480542,0.2631049,0.1634526,0.1796755,0.2083353,0.2220932
130.1302,1.510147,1.510147239,0.68168401,0.3945951,0.3945951,0.2751467,0.2033294,0.1559276,0.1480542,0.2631049,0.1654591,0.1888563,0.2083353,0.2220932
130.1305,1.510147,1.510147239,0.68168401,0.3945951,0.3945951,0.2751467,0.2033294,0.1559276,0.1480542,0.2631049,0.1654591,0.1888563,0.2087085,0.2245576
130.3004,1.510147,1.510147239,0.68168401,0.3872837,0.3872837,0.2728805,0.2033294,0.1559276,0.1480542,0.2631049,0.1654591,0.1888563,0.2087085,0.2245576
130.3007,1.437153,1.437153122,0.671217284,0.3872837,0.3872837,0.2728805,0.1983545,0.1547259,0.1480542,0.2631049,0.1654591,0.1888563,0.2087085,0.2245576
130.3009,1.437153,1.437153122,0.671217284,0.3872837,0.3872837,0.2728805,0.1983545,0.1547259,0.1570603,0.265577,0.1654591,0.1888563,0.2087085,0.2245576
130.3011,1.407538,1.407538411,0.671017562,0.3872837,0.3872837,0.2728805,0.1983545,0.1547259,0.1570603,0.265577,0.1671906,0.1888844,0.2087085,0.2245576
130.3013,1.407538,1.407538411,0.671017562,0.3872837,0.3872837,0.2728805,0.1983545,0.1547259,0.1570603,0.265577,0.1671906,0.1888844,0.2106977,0.2243912
130.358,1.407538,1.407538411,0.671017562,0.3805762,0.3805762,0.2717278,0.1983545,0.1547259,0.1570603,0.265577,0.1671906,0.1888844,0.2106977,0.2243912
130.3746,1.329528,1.329528235,0.653423564,0.3805762,0.3805762,0.2717278,0.1927794,0.152684,0.1570603,0.265577,0.1671906,0.1888844,0.2106977,0.2243912
130.3749,1.329528,1.329528235,0.653423564,0.3805762,0.3805762,0.2717278,0.1927794,0.152684,0.1661921,0.2674163,0.1671906,0.1888844,0.2106977,0.2243912
130.3751,1.302823,1.302823012,0.647760171,0.3805762,0.3805762,0.2717278,0.1927794,0.152684,0.1661921,0.2674163,0.1688955,0.1897083,0.2106977,0.2243912
130.3753,1.302823,1.302823012,0.647760171,0.3805762,0.3805762,0.2717278,0.1927794,0.152684,0.1661921,0.2674163,0.1688955,0.1897083,0.2113601,0.2237878
130.4583,1.302823,1.302823012,0.647760171,0.3740064,0.3740064,0.2804925,0.1927794,0.152684,0.1661921,0.2674163,0.1688955,0.1897083,0.2113601,0.2237878
130.4586,1.227643,1.2276434,0.624129576,0.3740064,0.3740064,0.2804925,0.1871346,0.1498731,0.1661921,0.2674163,0.1688955,0.1897083,0.2113601,0.2237878
130.4588,1.227643,1.2276434,0.624129576,0.3740064,0.3740064,0.2804925,0.1871346,0.1498731,0.1752535,0.2650802,0.1688955,0.1897083,0.2113601,0.2237878
130.459,1.201695,1.201694799,0.626955267,0.3740064,0.3740064,0.2804925,0.1871346,0.1498731,0.1752535,0.2650802,0.1707092,0.1892803,0.2113601,0.2237878
130.4592,1.201695,1.201694799,0.626955267,0.3740064,0.3740064,0.2804925,0.1871346,0.1498731,0.1752535,0.2650802,0.1707092,0.1892803,0.2119941,0.2223676
130.5578,1.201695,1.201694799,0.626955267,0.3664701,0.3664701,0.2821521,0.1871346,0.1498731,0.1752535,0.2650802,0.1707092,0.1892803,0.2119941,0.2223676
130.5581,1.134947,1.134946755,0.609625856,0.3664701,0.3664701,0.2821521,0.1818632,0.1477873,0.1752535,0.2650802,0.1707092,0.1892803,0.2119941,0.2223676
130.5583,1.134947,1.134946755,0.609625856,0.3664701,0.3664701,0.2821521,0.1818632,0.1477873,0.1844129,0.2649691,0.1707092,0.1892803,0.2119941,0.2223676
130.5585,1.108811,1.108810881,0.600448182,0.3664701,0.3664701,0.2821521,0.1818632,0.1477873,0.1844129,0.2649691,0.1727094,0.1907214,0.2119941,0.2223676
130.5587,1.108811,1.108810881,0.600448182,0.3664701,0.3664701,0.2821521,0.1818632,0.1477873,0.1844129,0.2649691,0.1727094,0.1907214,0.2125522,0.221106
130.6424,1.108811,1.108810881,0.600448182,0.357963,0.357963,0.2757358,0.1818632,0.1477873,0.1844129,0.2649691,0.1727094,0.1907214,0.2125522,0.221106
130.6426,1.047052,1.047052173,0.590377309,0.357963,0.357963,0.2757358,0.1767259,0.1465427,0.1844129,0.2649691,0.1727094,0.1907214,0.2125522,0.221106
130.6429,1.047052,1.047052173,0.590377309,0.357963,0.357963,0.2757358,0.1767259,0.1465427,0.1938546,0.2678067,0.1727094,0.1907214,0.2125522,0.221106
130.6431,1.023521,1.023521383,0.572605893,0.357963,0.357963,0.2757358,0.1767259,0.1465427,0.1938546,0.2678067,0.1746834,0.1936584,0.2125522,0.221106
130.6433,1.023521,1.023521383,0.572605893,0.357963,0.357963,0.2757358,0.1767259,0.1465427,0.1938546,0.2678067,0.1746834,0.1936584,0.2150256,0.2202706
130.7425,1.023521,1.023521383,0.572605893,0.3491685,0.3491685,0.2712623,0.1767259,0.1465427,0.1938546,0.2678067,0.1746834,0.1936584,0.2150256,0.2202706
130.7428,0.9633856,0.963385609,0.566386248,0.3491685,0.3491685,0.2712623,0.1714557,0.1457447,0.1938546,0.2678067,0.1746834,0.1936584,0.2150256,0.2202706
130.743,0.9633856,0.963385609,0.566386248,0.3491685,0.3491685,0.2712623,0.1714557,0.1457447,0.2035135,0.2701136,0.1746834,0.1936584,0.2150256,0.2202706
130.7432,0.944432,0.944431992,0.556260248,0.3491685,0.3491685,0.2712623,0.1714557,0.1457447,0.2035135,0.2701136,0.1764276,0.1954131,0.2150256,0.2202706
130.7434,0.944432,0.944431992,0.556260248,0.3491685,0.3491685,0.2712623,0.1714557,0.1457447,0.2035135,0.2701136,0.1764276,0.1954131,0.2159743,0.2196788
130.8765,0.944432,0.944431992,0.556260248,0.3405097,0.3405097,0.2692407,0.1714557,0.1457447,0.2035135,0.2701136,0.1764276,0.1954131,0.2159743,0.2196788
130.8768,0.885079,0.885078952,0.553219213,0.3405097,0.3405097,0.2692407,0.1659807,0.1453457,0.2035135,0.2701136,0.1764276,0.1954131,0.2159743,0.2196788
130.877,0.885079,0.885078952,0.553219213,0.3405097,0.3405097,0.2692407,0.1659807,0.1453457,0.2133019,0.2715306,0.1764276,0.1954131,0.2159743,0.2196788
130.8773,0.8708997,0.870899714,0.550006669,0.3405097,0.3405097,0.2692407,0.1659807,0.1453457,0.2133019,0.2715306,0.177858,0.195983,0.2159743,0.2196788
130.8775,0.8708997,0.870899714,0.550006669,0.3405097,0.3405097,0.2692407,0.1659807,0.1453457,0.2133019,0.2715306,0.177858,0.195983,0.2170291,0.2192751
130.9772,0.8708997,0.870899714,0.550006669,0.3319498,0.3319498,0.2699056,0.1659807,0.1453457,0.2133019,0.2715306,0.177858,0.195983,0.2170291,0.2192751
130.9775,0.8143947,0.814394677,0.551706383,0.3319498,0.3319498,0.2699056,0.1605058,0.1455702,0.2133019,0.2715306,0.177858,0.195983,0.2170291,0.2192751
130.9777,0.8143947,0.814394677,0.551706383,0.3319498,0.3319498,0.2699056,0.1605058,0.1455702,0.2231201,0.2713639,0.177858,0.195983,0.2170291,0.2192751
130.9779,0.8036873,0.803687363,0.554253095,0.3319498,0.3319498,0.2699056,0.1605058,0.1455702,0.2231201,0.2713639,0.1790389,0.1955322,0.2170291,0.2192751
130.9781,0.8036873,0.803687363,0.554253095,0.3319498,0.3319498,0.2699056,0.1605058,0.1455702,0.2231201,0.2713639,0.1790389,0.1955322,0.2181438,0.2190433
131.0606,0.8036873,0.803687363,0.554253095,0.3235152,0.3235152,0.2760516,0.1605058,0.1455702,0.2231201,0.2713639,0.1790389,0.1955322,0.2181438,0.2190433
131.0608,0.7525844,0.752584402,0.568783596,0.3235152,0.3235152,0.2760516,0.1553191,0.147466,0.2231201,0.2713639,0.1790389,0.1955322,0.2181438,0.2190433
131.0611,0.7525844,0.752584402,0.568783596,0.3235152,0.3235152,0.2760516,0.1553191,0.147466,0.2326358,0.2662505,0.1790389,0.1955322,0.2181438,0.2190433
131.0613,0.7435507,0.743550675,0.579368526,0.3235152,0.3235152,0.2760516,0.1553191,0.147466,0.2326358,0.2662505,0.1801232,0.1937378,0.2181438,0.2190433
131.0615,0.7435507,0.743550675,0.579368526,0.3235152,0.3235152,0.2760516,0.1553191,0.147466,0.2326358,0.2662505,0.1801232,0.1937378,0.2202732,0.2172551
131.161,0.7435507,0.743550675,0.579368526,0.3151293,0.3151293,0.282612,0.1553191,0.147466,0.2326358,0.2662505,0.1801232,0.1937378,0.2202732,0.2172551
131.1612,0.7028793,0.702879257,0.616629555,0.3151293,0.3151293,0.282612,0.1510115,0.1521341,0.2326358,0.2662505,0.1801232,0.1937378,0.2202732,0.2172551
131.1615,0.7028793,0.702879257,0.616629555,0.3151293,0.3151293,0.282612,0.1510115,0.1521341,0.2413595,0.2583795,0.1801232,0.1937378,0.2202732,0.2172551
131.1617,0.6930729,0.693072877,0.624523248,0.3151293,0.3151293,0.282612,0.1510115,0.1521341,0.2413595,0.2583795,0.181393,0.1925095,0.2202732,0.2172551
131.1619,0.6930729,0.693072877,0.624523248,0.3151293,0.3151293,0.282612,0.1510115,0.1521341,0.2413595,0.2583795,0.181393,0.1925095,0.2201806,0.1928542
131.2602,0.6930729,0.693072877,0.624523248,0.3066874,0.3066874,0.2882286,0.1510115,0.1521341,0.2413595,0.2583795,0.181393,0.1925095,0.2201806,0.1928542
131.2605,0.6722571,0.672257071,0.706876707,0.3066874,0.3066874,0.2882286,0.1487264,0.1618542,0.2413595,0.2583795,0.181393,0.1925095,0.2201806,0.1928542
131.2607,0.6722571,0.672257071,0.706876707,0.3066874,0.3066874,0.2882286,0.1487264,0.1618542,0.2483051,0.2460124,0.181393,0.1925095,0.2201806,0.1928542
131.2609,0.6589546,0.658954543,0.698382608,0.3066874,0.3066874,0.2882286,0.1487264,0.1618542,0.2483051,0.2460124,0.1832148,0.1936767,0.2201806,0.1928542
131.2611,0.6589546,0.658954543,0.698382608,0.3066874,0.3066874,0.2882286,0.1487264,0.1618542,0.2483051,0.2460124,0.1832148,0.1936767,0.2164091,0.1490886
131.3441,0.6589546,0.658954543,0.698382608,0.2989925,0.2989925,0.2932346,0.1487264,0.1618542,0.2483051,0.2460124,0.1832148,0.1936767,0.2164091,0.1490886
131.3444,0.6642483,0.664248329,0.844555946,0.2989925,0.2989925,0.2932346,0.1493227,0.1779884,0.2483051,0.2460124,0.1832148,0.1936767,0.2164091,0.1490886
131.3446,0.6642483,0.664248329,0.844555946,0.2989925,0.2989925,0.2932346,0.1493227,0.1779884,0.2522255,0.2269071,0.1832148,0.1936767,0.2164091,0.1490886
131.3448,0.6471173,0.647117313,0.795843676,0.2989925,0.2989925,0.2932346,0.1493227,0.1779884,0.2522255,0.2269071,0.185624,0.199516,0.2164091,0.1490886
131.345,0.6471173,0.647117313,0.795843676,0.2989925,0.2989925,0.2932346,0.1493227,0.1779884,0.2522255,0.2269071,0.185624,0.199516,0.2091732,0.1057535
131.4944,0.6471173,0.647117313,0.795843676,0.2929708,0.2929708,0.2993692,0.1493227,0.1779884,0.2522255,0.2269071,0.185624,0.199516,0.2091732,0.1057535
131.4947,0.6711499,0.671149913,0.940735081,0.2929708,0.2929708,0.2993692,0.1520701,0.1935135,0.2522255,0.2269071,0.185624,0.199516,0.2091732,0.1057535
131.4949,0.6711499,0.671149913,0.940735081,0.2929708,0.2929708,0.2993692,0.1520701,0.1935135,0.2530574,0.2059392,0.185624,0.199516,0.2091732,0.1057535
131.4952,0.6521402,0.652140222,0.866665646,0.2929708,0.2929708,0.2993692,0.1520701,0.1935135,0.2530574,0.2059392,0.18831,0.207867,0.2091732,0.1057535
131.4954,0.6521402,0.652140222,0.866665646,0.2929708,0.2929708,0.2993692,0.1520701,0.1935135,0.2530574,0.2059392,0.18831,0.207867,0.2014632,0.08732764
131.578,0.6521402,0.652140222,0.866665646,0.2890922,0.2890922,0.305283,0.1520701,0.1935135,0.2530574,0.2059392,0.18831,0.207867,0.2014632,0.08732764
131.5782,0.6821689,0.682168876,0.929967947,0.2890922,0.2890922,0.305283,0.1555319,0.2004562,0.2530574,0.2059392,0.18831,0.207867,0.2014632,0.08732764
131.5785,0.6821689,0.682168876,0.929967947,0.2890922,0.2890922,0.305283,0.1555319,0.2004562,0.2516855,0.1918969,0.18831,0.207867,0.2014632,0.08732764
131.5787,0.6639746,0.663974657,0.888026979,0.2890922,0.2890922,0.305283,0.1555319,0.2004562,0.2516855,0.1918969,0.1908726,0.2127191,0.2014632,0.08732764
131.5789,0.6639746,0.663974657,0.888026979,0.2890922,0.2890922,0.305283,0.1555319,0.2004562,0.2516855,0.1918969,0.1908726,0.2127191,0.1952995,0.08403367
131.6787,0.6639746,0.663974657,0.888026979,0.2869225,0.2869225,0.3047908,0.1555319,0.2004562,0.2516855,0.1918969,0.1908726,0.2127191,0.1952995,0.08403367
131.6789,0.6962716,0.696271583,0.959759705,0.2869225,0.2869225,0.3047908,0.1592696,0.2083952,0.2516855,0.1918969,0.1908726,0.2127191,0.1952995,0.08403367
131.6792,0.6962716,0.696271583,0.959759705,0.2869225,0.2869225,0.3047908,0.1592696,0.2083952,0.2487812,0.1798907,0.1908726,0.2127191,0.1952995,0.08403367
131.6794,0.6795748,0.679574825,0.944523873,0.2869225,0.2869225,0.3047908,0.1592696,0.2083952,0.2487812,0.1798907,0.1932032,0.2144279,0.1952995,0.08403367
131.6796,0.6795748,0.679574825,0.944523873,0.2869225,0.2869225,0.3047908,0.1592696,0.2083952,0.2487812,0.1798907,0.1932032,0.2144279,0.1884516,0.08885251
131.7624,0.6795748,0.679574825,0.944523873,0.2878014,0.2878014,0.3421343,0.1592696,0.2083952,0.2487812,0.1798907,0.1932032,0.2144279,0.1884516,0.08885251
131.7627,0.6785531,0.678553089,0.424406088,0.2878014,0.2878014,0.3421343,0.1591499,0.1396922,0.2487812,0.1798907,0.1932032,0.2144279,0.1884516,0.08885251
131.7786,0.6785531,0.678553089,0.424406088,0.2878014,0.2878014,0.3421343,0.1591499,0.1396922,0.2472475,0.2142863,0.1932032,0.2144279,0.1884516,0.08885251
131.7788,0.6672504,0.667250372,0.468148323,0.2878014,0.2878014,0.3421343,0.1591499,0.1396922,0.2472475,0.2142863,0.1948327,0.2041645,0.1884516,0.08885251
131.7791,0.6672504,0.667250372,0.468148323,0.2878014,0.2878014,0.3421343,0.1591499,0.1396922,0.2472475,0.2142863,0.1948327,0.2041645,0.1814829,0.0868308
131.879,0.6672504,0.667250372,0.468148323,0.2897073,0.2897073,0.3476202,0.1591499,0.1396922,0.2472475,0.2142863,0.1948327,0.2041645,0.1814829,0.0868308
131.8792,0.6625684,0.662568405,0.443906619,0.2897073,0.2897073,0.3476202,0.1585905,0.1360273,0.2472475,0.2142863,0.1948327,0.2041645,0.1814829,0.0868308
131.8795,0.6625684,0.662568405,0.443906619,0.2897073,0.2897073,0.3476202,0.1585905,0.1360273,0.2454989,0.2147917,0.1948327,0.2041645,0.1814829,0.0868308
131.8797,0.6553629,0.655362924,0.482720457,0.2897073,0.2897073,0.3476202,0.1585905,0.1360273,0.2454989,0.2147917,0.1959008,0.1957845,0.1814829,0.0868308
131.88,0.6553629,0.655362924,0.482720457,0.2897073,0.2897073,0.3476202,0.1585905,0.1360273,0.2454989,0.2147917,0.1959008,0.1957845,0.1744111,0.08524451
131.9627,0.6553629,0.655362924,0.482720457,0.2931992,0.2931992,0.362917,0.1585905,0.1360273,0.2454989,0.2147917,0.1959008,0.1957845,0.1744111,0.08524451
131.963,0.6483007,0.648300719,0.476952846,0.2931992,0.2931992,0.362917,0.1577337,0.1352122,0.2454989,0.2147917,0.1959008,0.1957845,0.1744111,0.08524451
131.9632,0.6483007,0.648300719,0.476952846,0.2931992,0.2931992,0.362917,0.1577337,0.1352122,0.2431934,0.2093575,0.1959008,0.1957845,0.1744111,0.08524451
131.9635,0.6458039,0.645803847,0.523578545,0.2931992,0.2931992,0.362917,0.1577337,0.1352122,0.2431934,0.2093575,0.1962792,0.1868638,0.1744111,0.08524451
131.9638,0.6458039,0.645803847,0.523578545,0.2931992,0.2931992,0.362917,0.1577337,0.1352122,0.2431934,0.2093575,0.1962792,0.1868638,0.1671959,0.08500296
132.0966,0.6458039,0.645803847,0.523578545,0.2991247,0.2991247,0.3877314,0.1577337,0.1352122,0.2431934,0.2093575,0.1962792,0.1868638,0.1671959,0.08500296
132.0969,0.6376072,0.637607186,0.536323505,0.2991247,0.2991247,0.3877314,0.1567295,0.136848,0.2431934,0.2093575,0.1962792,0.1868638,0.1671959,0.08500296
132.0971,0.6376072,0.637607186,0.536323505,0.2991247,0.2991247,0.3877314,0.1567295,0.136848,0.2397678,0.1980186,0.1962792,0.1868638,0.1671959,0.08500296
132.0973,0.641942,0.641942041,0.602906446,0.2991247,0.2991247,0.3877314,0.1567295,0.136848,0.2397678,0.1980186,0.1956154,0.1762437,0.1671959,0.08500296
132.0975,0.641942,0.641942041,0.602906446,0.2991247,0.2991247,0.3877314,0.1567295,0.136848,0.2397678,0.1980186,0.1956154,0.1762437,0.1599102,0.08612958
132.1812,0.641942,0.641942041,0.602906446,0.3062248,0.3062248,0.4077817,0.1567295,0.136848,0.2397678,0.1980186,0.1956154,0.1762437,0.1599102,0.08612958
132.1908,0.636547,0.636546994,0.650859871,0.3062248,0.3062248,0.4077817,0.1560695,0.1421861,0.2397678,0.1980186,0.1956154,0.1762437,0.1599102,0.08612958
132.1911,0.636547,0.636546994,0.650859871,0.3062248,0.3062248,0.4077817,0.1560695,0.1421861,0.2355511,0.185461,0.1956154,0.1762437,0.1599102,0.08612958
132.1913,0.6444342,0.644434205,0.733047282,0.3062248,0.3062248,0.4077817,0.1560695,0.1421861,0.2355511,0.185461,0.1944146,0.16607,0.1599102,0.08612958
132.1915,0.6444342,0.644434205,0.733047282,0.3062248,0.3062248,0.4077817,0.1560695,0.1421861,0.2355511,0.185461,0.1944146,0.16607,0.1525787,0.08509234
132.2973,0.6444342,0.644434205,0.733047282,0.3139626,0.3139626,0.4187459,0.1560695,0.1421861,0.2355511,0.185461,0.1944146,0.16607,0.1525787,0.08509234
132.2976,0.6448911,0.644891078,0.85696444,0.3139626,0.3139626,0.4187459,0.1561249,0.153735,0.2355511,0.185461,0.1944146,0.16607,0.1525787,0.08509234
132.2978,0.6448911,0.644891078,0.85696444,0.3139626,0.3139626,0.4187459,0.1561249,0.153735,0.230634,0.1739914,0.1944146,0.16607,0.1525787,0.08509234
132.298,0.6566347,0.656634723,0.964635163,0.3139626,0.3139626,0.4187459,0.1561249,0.153735,0.230634,0.1739914,0.1926682,0.1565277,0.1525787,0.08509234
132.2982,0.6566347,0.656634723,0.964635163,0.3139626,0.3139626,0.4187459,0.1561249,0.153735,0.230634,0.1739914,0.1926682,0.1565277,0.1463141,0.1047602
132.38,0.6566347,0.656634723,0.964635163,0.321564,0.321564,0.4249199,0.1561249,0.153735,0.230634,0.1739914,0.1926682,0.1565277,0.1463141,0.1047602
132.3803,0.6635205,0.663520503,1.116387515,0.321564,0.321564,0.4249199,0.1569413,0.165386,0.230634,0.1739914,0.1926682,0.1565277,0.1463141,0.1047602
132.3805,0.6635205,0.663520503,1.116387515,0.321564,0.321564,0.4249199,0.1569413,0.165386,0.2253998,0.1656293,0.1926682,0.1565277,0.1463141,0.1047602
132.3808,0.6782167,0.678216722,1.225429218,0.321564,0.321564,0.4249199,0.1569413,0.165386,0.2253998,0.1656293,0.1905694,0.1494014,0.1463141,0.1047602
132.381,0.6782167,0.678216722,1.225429218,0.321564,0.321564,0.4249199,0.1569413,0.165386,0.2253998,0.1656293,0.1905694,0.1494014,0.1409041,0.1195789
132.464,0.6782167,0.678216722,1.225429218,0.3290527,0.3290527,0.4244371,0.1569413,0.165386,0.2253998,0.1656293,0.1905694,0.1494014,0.1409041,0.1195789
132.4642,0.689203,0.689202962,1.322964748,0.3290527,0.3290527,0.4244371,0.1582073,0.1718417,0.2253998,0.1656293,0.1905694,0.1494014,0.1409041,0.1195789
132.4645,0.689203,0.689202962,1.322964748,0.3290527,0.3290527,0.4244371,0.1582073,0.1718417,0.2200319,0.1629797,0.1905694,0.1494014,0.1409041,0.1195789
132.4647,0.705184,0.705184019,1.321952998,0.3290527,0.3290527,0.4244371,0.1582073,0.1718417,0.2200319,0.1629797,0.1883976,0.1494585,0.1409041,0.1195789
132.4649,0.705184,0.705184019,1.321952998,0.3290527,0.3290527,0.4244371,0.1582073,0.1718417,0.2200319,0.1629797,0.1883976,0.1494585,0.1359002,0.1260322
132.5477,0.705184,0.705184019,1.321952998,0.3365978,0.3365978,0.4190924,0.1582073,0.1718417,0.2200319,0.1629797,0.1883976,0.1494585,0.1359002,0.1260322
132.5481,0.7212738,0.721273773,1.460813464,0.3365978,0.3365978,0.4190924,0.160002,0.1806417,0.2200319,0.1629797,0.1883976,0.1494585,0.1359002,0.1260322
132.5483,0.7212738,0.721273773,1.460813464,0.3365978,0.3365978,0.4190924,0.160002,0.1806417,0.2143517,0.1598817,0.1883976,0.1494585,0.1359002,0.1260322
132.5485,0.7363793,0.736379309,1.328004491,0.3365978,0.3365978,0.4190924,0.160002,0.1806417,0.2143517,0.1598817,0.1864553,0.1567539,0.1359002,0.1260322
132.5487,0.7363793,0.736379309,1.328004491,0.3365978,0.3365978,0.4190924,0.160002,0.1806417,0.2143517,0.1598817,0.1864553,0.1567539,0.1309729,0.1266515
132.6979,0.7363793,0.736379309,1.328004491,0.3437796,0.3437796,0.4077164,0.160002,0.1806417,0.2143517,0.1598817,0.1864553,0.1567539,0.1309729,0.1266515
132.6981,0.757126,0.757126022,1.442563038,0.3437796,0.3437796,0.4077164,0.1622403,0.188272,0.2143517,0.1598817,0.1864553,0.1567539,0.1309729,0.1266515
132.6983,0.757126,0.757126022,1.442563038,0.3437796,0.3437796,0.4077164,0.1622403,0.188272,0.2086214,0.1612392,0.1864553,0.1567539,0.1309729,0.1266515
132.6986,0.7710634,0.771063468,1.33004976,0.3437796,0.3437796,0.4077164,0.1622403,0.188272,0.2086214,0.1612392,0.1847624,0.1632494,0.1309729,0.1266515
132.6988,0.7710634,0.771063468,1.33004976,0.3437796,0.3437796,0.4077164,0.1622403,0.188272,0.2086214,0.1612392,0.1847624,0.1632494,0.1260702,0.1265273
132.8149,0.7710634,0.771063468,1.33004976,0.3507087,0.3507087,0.4008939,0.1622403,0.188272,0.2086214,0.1612392,0.1847624,0.1632494,0.1260702,0.1265273
132.8152,0.795727,0.795726932,1.415966366,0.3507087,0.3507087,0.4008939,0.1648146,0.1942577,0.2086214,0.1612392,0.1847624,0.1632494,0.1260702,0.1265273
132.8154,0.795727,0.795726932,1.415966366,0.3507087,0.3507087,0.4008939,0.1648146,0.1942577,0.2028156,0.1612191,0.1847624,0.1632494,0.1260702,0.1265273
132.8156,0.808874,0.808873966,1.347630631,0.3507087,0.3507087,0.4008939,0.1648146,0.1942577,0.2028156,0.1612191,0.1832548,0.1673373,0.1260702,0.1265273
132.8159,0.808874,0.808873966,1.347630631,0.3507087,0.3507087,0.4008939,0.1648146,0.1942577,0.2028156,0.1612191,0.1832548,0.1673373,0.1211733,0.1262348
132.8985,0.808874,0.808873966,1.347630631,0.3574674,0.3574674,0.398321,0.1648146,0.1942577,0.2028156,0.1612191,0.1832548,0.1673373,0.1211733,0.1262348
132.8988,0.8368299,0.836829926,1.417430201,0.3574674,0.3574674,0.398321,0.1676386,0.1992249,0.2028156,0.1612191,0.1832548,0.1673373,0.1211733,0.1262348
132.899,0.8368299,0.836829926,1.417430201,0.3574674,0.3574674,0.398321,0.1676386,0.1992249,0.1969406,0.1597402,0.1832548,0.1673373,0.1211733,0.1262348
132.8992,0.8497093,0.849709326,1.388960917,0.3574674,0.3574674,0.398321,0.1676386,0.1992249,0.1969406,0.1597402,0.1818606,0.1690435,0.1211733,0.1262348
132.8994,0.8497093,0.849709326,1.388960917,0.3574674,0.3574674,0.398321,0.1676386,0.1992249,0.1969406,0.1597402,0.1818606,0.1690435,0.1162853,0.1261714
132.9829,0.8497093,0.849709326,1.388960917,0.3630977,0.3630977,0.3830267,0.1676386,0.1992249,0.1969406,0.1597402,0.1818606,0.1690435,0.1162853,0.1261714
132.9832,0.8821787,0.882178712,1.510392405,0.3630977,0.3630977,0.3830267,0.1708115,0.2077512,0.1969406,0.1597402,0.1818606,0.1690435,0.1162853,0.1261714
132.9834,0.8821787,0.882178712,1.510392405,0.3630977,0.3630977,0.3830267,0.1708115,0.2077512,0.1914181,0.1613232,0.1818606,0.1690435,0.1162853,0.1261714
132.9836,0.8936023,0.893602255,1.466056145,0.3630977,0.3630977,0.3830267,0.1708115,0.2077512,0.1914181,0.1613232,0.1806945,0.1715806,0.1162853,0.1261714
132.9839,0.8936023,0.893602255,1.466056145,0.3630977,0.3630977,0.3830267,0.1708115,0.2077512,0.1914181,0.1613232,0.1806945,0.1715806,0.1115807,0.1278663
133.0994,0.8936023,0.893602255,1.466056145,0.3673372,0.3673372,0.3631628,0.1708115,0.2077512,0.1914181,0.1613232,0.1806945,0.1715806,0.1115807,0.1278663
133.0997,0.9303331,0.93033313,1.616683275,0.3673372,0.3673372,0.3631628,0.1742866,0.2181628,0.1914181,0.1613232,0.1806945,0.1715806,0.1115807,0.1278663
133.1,0.9303331,0.93033313,1.616683275,0.3673372,0.3673372,0.3631628,0.1742866,0.2181628,0.1864287,0.1635809,0.1806945,0.1715806,0.1115807,0.1278663
133.1002,0.939899,0.939898949,1.554225609,0.3673372,0.3673372,0.3631628,0.1742866,0.2181628,0.1864287,0.1635809,0.1797726,0.1749942,0.1115807,0.1278663
133.1004,0.939899,0.939898949,1.554225609,0.3673372,0.3673372,0.3631628,0.1742866,0.2181628,0.1864287,0.1635809,0.1797726,0.1749942,0.10839,0.132232
133.182,0.939899,0.939898949,1.554225609,0.3711774,0.3711774,0.3611932,0.1742866,0.2181628,0.1864287,0.1635809,0.1797726,0.1749942,0.10839,0.132232
133.1822,0.974886,0.974886023,1.622806729,0.3711774,0.3711774,0.3611932,0.1775009,0.2229241,0.1864287,0.1635809,0.1797726,0.1749942,0.10839,0.132232
